instrument_id,customer_behavior_score,number_of_uses,surgery_type,surgery_complexity,surgeon_experience_level,time_since_last_maintenance_days,previous_repair_count,sterilization_frequency,failure_count_last_12_months
INS-3731,0.49,292,Orthopedic,Low,Resident,48,1,28,5
INS-3732,0.98,58,General,High,Intermediate,124,3,30,2
INS-3733,0.67,239,Orthopedic,High,Intermediate,147,0,29,2
INS-3734,0.7,143,Neuro,Low,Expert,149,4,19,0
INS-3735,0.55,198,General,Medium,Intermediate,81,0,15,2
INS-3736,0.68,253,Cardiac,Medium,Intermediate,71,1,11,0
INS-3737,0.8,214,General,Medium,Intermediate,140,3,12,3
INS-3738,0.85,273,Neuro,Medium,Intermediate,92,2,24,2
INS-3739,0.85,188,Orthopedic,Medium,Intermediate,132,3,19,1
INS-3740,0.75,69,Orthopedic,Low,Expert,148,1,26,5
INS-3741,0.94,84,Cardiac,Low,Intermediate,145,1,16,4
INS-3742,0.89,102,Orthopedic,Low,Intermediate,118,1,34,3
INS-3743,0.85,224,Orthopedic,Low,Intermediate,131,1,11,2
INS-3744,0.43,159,Neuro,Low,Intermediate,160,3,16,4
INS-3745,0.4,252,General,Low,Resident,128,0,24,1
INS-3746,0.53,229,Orthopedic,High,Resident,147,2,12,2
INS-3747,0.8,185,Neuro,High,Resident,27,2,14,4
INS-3748,0.65,53,Neuro,Low,Resident,85,4,31,5
INS-3749,0.64,204,Cardiac,Low,Expert,176,1,17,0
INS-3750,0.93,221,Neuro,High,Resident,163,1,13,1
INS-3751,0.94,217,Cardiac,High,Expert,20,1,27,1
INS-3752,0.95,151,Orthopedic,Low,Resident,147,0,28,3
INS-3753,0.59,96,Cardiac,High,Expert,140,1,17,2
INS-3754,0.81,143,Neuro,Medium,Resident,71,4,32,3
INS-3755,0.56,221,General,Medium,Intermediate,80,4,15,4
INS-3756,0.51,97,General,Medium,Resident,70,0,14,3
INS-3757,0.51,289,Orthopedic,High,Resident,141,1,14,1
INS-3758,0.61,140,Orthopedic,Low,Resident,70,3,26,4
INS-3759,0.66,262,General,Low,Intermediate,145,3,15,4
INS-3760,0.9,229,Cardiac,Low,Expert,111,2,22,4
INS-3761,0.47,133,Orthopedic,High,Expert,22,0,18,5
INS-3762,0.84,117,Neuro,High,Intermediate,21,3,33,4
INS-3763,0.72,188,Orthopedic,Medium,Resident,44,2,21,1
INS-3764,0.57,254,Cardiac,High,Resident,60,4,19,2
INS-3765,0.7,174,Orthopedic,Medium,Resident,52,2,10,2
INS-3766,0.58,122,Neuro,Medium,Expert,120,1,20,0
INS-3767,0.76,53,Neuro,Low,Expert,75,1,15,3
INS-3768,0.66,125,Neuro,High,Intermediate,24,4,12,2
INS-3769,0.5,122,Cardiac,Low,Intermediate,171,0,15,2
INS-3770,0.47,126,Cardiac,Low,Expert,48,1,18,5
INS-3771,0.73,97,Neuro,High,Resident,35,1,31,4
INS-3772,0.94,203,Neuro,High,Resident,121,2,17,3
INS-3773,0.61,151,Cardiac,Medium,Resident,60,2,24,1
INS-3774,0.84,155,Cardiac,Medium,Resident,120,2,31,7
INS-3775,0.8,126,Cardiac,Medium,Intermediate,141,3,15,1
INS-3776,0.96,88,General,Medium,Intermediate,107,4,32,2
INS-3777,0.89,269,Cardiac,Low,Expert,164,0,20,2
INS-3778,0.74,107,Neuro,Low,Intermediate,128,2,19,1
INS-3779,0.79,68,General,High,Resident,179,0,20,5
INS-3780,0.94,137,Cardiac,Medium,Expert,65,2,13,2
INS-3781,0.64,260,Neuro,Medium,Intermediate,78,1,22,2
INS-3782,0.6,162,Orthopedic,Medium,Intermediate,155,0,17,5
INS-3783,0.41,126,General,Low,Intermediate,13,3,29,1
INS-3784,0.9,126,Neuro,High,Intermediate,138,2,24,2
INS-3785,0.88,235,Orthopedic,Low,Intermediate,59,4,16,3
INS-3786,0.46,77,Neuro,High,Resident,93,1,10,2
INS-3787,0.75,294,Cardiac,High,Resident,79,2,34,0
INS-3788,0.68,115,Cardiac,Low,Resident,157,0,18,3
INS-3789,0.47,59,Orthopedic,Low,Intermediate,29,2,32,2
INS-3790,0.99,175,Cardiac,High,Expert,36,1,17,2
INS-3791,0.53,263,Neuro,Low,Resident,35,4,11,3
INS-3792,0.44,254,Orthopedic,Low,Resident,169,4,23,4
INS-3793,0.76,107,Neuro,High,Intermediate,19,4,21,2
INS-3794,0.84,250,Neuro,High,Expert,91,1,32,2
INS-3795,0.42,274,Neuro,Medium,Resident,114,2,26,0
INS-3796,0.8,191,Cardiac,Low,Resident,149,1,28,3
INS-3797,0.72,174,Cardiac,High,Expert,97,1,15,5
INS-3798,0.46,161,Neuro,Low,Intermediate,33,2,30,0
INS-3799,0.5,133,General,Low,Expert,126,3,14,4
INS-3800,0.74,192,Neuro,High,Intermediate,175,4,34,1
INS-3801,0.58,145,Neuro,Medium,Resident,55,0,15,6
INS-3802,0.96,82,Orthopedic,High,Expert,145,0,12,2
INS-3803,0.89,194,Neuro,High,Expert,64,2,25,2
INS-3804,0.99,201,Cardiac,Low,Resident,87,0,27,1
INS-3805,0.56,207,Orthopedic,Medium,Resident,168,3,23,1
INS-3806,0.98,239,General,High,Intermediate,97,1,34,3
INS-3807,0.66,190,Orthopedic,Low,Resident,25,4,24,1
INS-3808,0.61,239,General,High,Resident,157,0,13,2
INS-3809,0.43,96,Orthopedic,Low,Expert,47,0,20,4
INS-3810,0.43,161,Orthopedic,High,Intermediate,120,2,14,3
INS-3811,0.82,193,General,Medium,Resident,24,2,18,3
INS-3812,0.67,243,Cardiac,High,Expert,87,1,14,1
INS-3813,0.54,258,Cardiac,Low,Resident,85,4,16,4
INS-3814,0.77,273,Cardiac,High,Resident,171,0,27,1
INS-3815,0.55,92,Orthopedic,Medium,Resident,81,1,27,4
INS-3816,0.75,57,Neuro,Medium,Resident,28,4,29,2
INS-3817,0.62,293,Orthopedic,Medium,Intermediate,129,1,33,6
INS-3818,0.89,52,Neuro,Medium,Expert,72,0,11,4
INS-3819,0.89,174,Neuro,Low,Expert,114,2,32,3
INS-3820,0.69,61,Cardiac,High,Resident,41,2,22,0
INS-3821,0.61,133,Neuro,Medium,Expert,119,2,22,2
INS-3822,0.62,65,Orthopedic,High,Resident,174,3,26,2
INS-3823,0.88,127,Orthopedic,Low,Expert,16,1,34,2
INS-3824,0.6,257,Cardiac,High,Intermediate,148,0,31,6
INS-3825,0.53,108,General,High,Intermediate,96,1,26,6
INS-3826,0.45,294,Orthopedic,Medium,Expert,40,2,15,4
INS-3827,0.68,226,Neuro,Medium,Resident,54,1,23,4
INS-3828,0.69,112,Orthopedic,Low,Resident,65,4,30,3
INS-3829,0.9,239,Orthopedic,High,Resident,169,1,23,3
INS-3830,0.53,284,Orthopedic,Low,Resident,158,3,21,3
INS-3831,0.63,98,General,Low,Intermediate,40,3,14,2
INS-3832,0.89,100,Neuro,Low,Resident,10,2,14,5
INS-3833,0.89,295,Cardiac,Medium,Resident,148,0,13,4
INS-3834,0.63,82,Orthopedic,Medium,Resident,102,4,32,1
INS-3835,0.68,79,Neuro,High,Resident,77,0,34,4
INS-3836,0.58,236,Neuro,High,Intermediate,45,0,22,2
INS-3837,0.96,125,Cardiac,High,Expert,88,4,13,3
INS-3838,0.47,64,Orthopedic,Medium,Expert,76,3,27,1
INS-3839,0.96,131,General,Medium,Resident,60,2,25,2
INS-3840,0.81,141,Neuro,Low,Resident,166,1,27,0
INS-3841,0.72,72,Cardiac,Medium,Expert,139,3,11,4
INS-3842,0.42,255,General,Low,Intermediate,15,2,32,2
INS-3843,0.69,143,Neuro,Low,Intermediate,168,3,13,2
INS-3844,0.64,274,Orthopedic,Medium,Intermediate,63,4,29,2
INS-3845,0.5,94,Neuro,Low,Intermediate,97,0,26,1
INS-3846,0.79,111,General,Low,Intermediate,177,4,29,1
INS-3847,0.98,256,General,High,Intermediate,154,1,15,3
INS-3848,0.74,248,Orthopedic,Low,Intermediate,14,4,27,2
INS-3849,0.83,64,Orthopedic,Medium,Intermediate,11,0,29,3
INS-3850,0.44,293,Cardiac,Medium,Intermediate,67,3,16,3
INS-3851,0.65,283,Orthopedic,Low,Resident,21,2,22,6
INS-3852,0.47,95,Cardiac,High,Intermediate,14,1,18,1
INS-3853,0.77,113,General,Medium,Resident,115,3,11,3
INS-3854,0.96,279,General,Medium,Expert,178,2,17,4
INS-3855,0.8,223,Neuro,High,Resident,157,0,23,4
INS-3856,0.45,233,Neuro,Low,Expert,138,4,31,4
INS-3857,0.61,298,Cardiac,Medium,Resident,65,3,33,5
INS-3858,0.73,295,Orthopedic,Low,Expert,79,2,27,4
INS-3859,0.64,221,Orthopedic,Low,Resident,65,2,10,2
INS-3860,0.9,124,Neuro,Low,Resident,63,4,32,1
INS-3861,0.89,206,General,Low,Expert,148,3,18,4
INS-3862,0.77,272,Cardiac,Medium,Intermediate,12,3,18,3
INS-3863,0.62,239,General,High,Intermediate,104,0,11,2
INS-3864,0.55,266,General,Medium,Intermediate,37,3,25,1
INS-3865,0.46,101,Orthopedic,High,Intermediate,120,4,13,0
INS-3866,0.61,231,Cardiac,Low,Intermediate,116,3,22,2
INS-3867,0.65,137,General,High,Resident,129,0,26,5
INS-3868,0.81,106,Neuro,Low,Intermediate,142,2,20,2
INS-3869,0.79,132,Neuro,Medium,Resident,133,3,32,1
INS-3870,0.44,115,Orthopedic,Medium,Expert,99,4,11,4
INS-3871,0.64,199,Neuro,High,Intermediate,25,3,13,2
INS-3872,0.51,69,Neuro,Low,Intermediate,40,1,21,1
INS-3873,0.49,82,General,Low,Intermediate,37,0,11,1
INS-3874,0.9,121,Neuro,High,Intermediate,144,2,10,1
INS-3875,0.43,74,Neuro,Low,Resident,146,1,32,5
INS-3876,0.65,95,General,Low,Resident,48,4,15,4
INS-3877,0.5,122,Orthopedic,Low,Resident,36,3,25,5
INS-3878,0.93,147,Orthopedic,Medium,Expert,85,0,11,3
INS-3879,0.73,106,Cardiac,Medium,Resident,126,3,23,2
INS-3880,0.54,136,Neuro,Medium,Intermediate,98,3,29,3
INS-3881,0.7,182,General,Low,Expert,116,3,21,4
INS-3882,0.84,104,Cardiac,Medium,Expert,131,3,28,3
INS-3883,0.97,110,Orthopedic,Low,Intermediate,135,0,12,3
INS-3884,0.53,138,Orthopedic,Low,Intermediate,107,1,28,3
INS-3885,0.93,57,General,High,Intermediate,42,4,20,3
INS-3886,0.96,65,Cardiac,Low,Intermediate,100,1,13,0
INS-3887,0.95,295,Cardiac,Medium,Resident,129,0,26,6
INS-3888,0.78,225,General,Medium,Expert,11,4,26,2
INS-3889,0.78,286,General,Low,Intermediate,151,2,16,1
INS-3890,0.64,165,Cardiac,Medium,Resident,22,1,14,3
INS-3891,0.85,110,Orthopedic,Low,Intermediate,33,0,28,4
INS-3892,0.72,64,Neuro,High,Resident,78,0,34,1
INS-3893,0.81,242,Orthopedic,Low,Intermediate,43,0,30,3
INS-3894,0.66,199,General,Low,Intermediate,96,4,28,1
INS-3895,0.84,180,Cardiac,High,Intermediate,28,3,18,2
INS-3896,0.89,151,Cardiac,Medium,Resident,39,2,26,1
INS-3897,0.49,103,Neuro,High,Intermediate,58,4,18,2
INS-3898,0.9,63,Cardiac,High,Resident,153,4,23,4
INS-3899,0.72,85,Neuro,Low,Resident,123,1,14,3
INS-3900,0.91,259,Orthopedic,Low,Expert,125,2,31,2
INS-3901,0.66,288,Orthopedic,High,Resident,148,0,11,3
INS-3902,0.63,154,Cardiac,Medium,Resident,87,4,33,1
INS-3903,0.95,131,Cardiac,High,Resident,44,2,24,4
INS-3904,0.55,116,General,Medium,Resident,80,1,25,3
INS-3905,0.91,59,General,High,Resident,166,3,28,6
INS-3906,0.69,98,Cardiac,High,Expert,117,2,10,1
INS-3907,0.71,280,Cardiac,Medium,Intermediate,63,0,32,0
INS-3908,0.59,160,Orthopedic,High,Expert,32,4,21,3
INS-3909,0.74,114,Cardiac,Low,Expert,161,3,28,2
INS-3910,0.6,268,General,High,Intermediate,19,1,29,1
INS-3911,0.42,106,Orthopedic,Low,Resident,70,0,24,7
INS-3912,0.56,76,Neuro,Medium,Intermediate,145,3,14,2
INS-3913,0.4,252,General,Medium,Resident,57,1,10,2
INS-3914,0.99,162,General,Low,Intermediate,121,0,20,2
INS-3915,0.98,182,Orthopedic,High,Expert,135,4,18,2
INS-3916,0.64,120,Neuro,Low,Resident,166,1,16,3
INS-3917,0.84,132,General,Low,Expert,96,3,11,2
INS-3918,0.61,106,Cardiac,Medium,Resident,35,0,26,2
INS-3919,0.8,169,General,Low,Intermediate,174,2,25,2
INS-3920,0.88,142,Orthopedic,High,Intermediate,61,0,25,4
INS-3921,0.97,64,Orthopedic,Low,Intermediate,175,3,23,3
INS-3922,0.64,276,Orthopedic,Medium,Intermediate,15,3,11,3
INS-3923,0.87,160,General,High,Intermediate,17,2,28,4
INS-3924,0.56,150,Neuro,Medium,Expert,26,3,12,4
INS-3925,0.99,168,Cardiac,Low,Expert,85,0,17,4
INS-3926,0.42,125,Orthopedic,Low,Resident,43,1,30,2
INS-3927,0.76,207,Neuro,Medium,Expert,156,0,34,1
INS-3928,0.8,69,Cardiac,Medium,Resident,79,3,28,3
INS-3929,0.81,214,Orthopedic,High,Resident,91,2,25,1
INS-3930,0.47,180,Cardiac,Medium,Expert,127,2,31,3
INS-3931,0.96,122,Cardiac,Medium,Expert,174,4,13,0
INS-3932,0.51,171,Neuro,Low,Resident,47,2,17,3
INS-3933,0.77,90,Cardiac,Low,Expert,152,2,10,0
INS-3934,0.53,216,Orthopedic,Medium,Expert,111,3,13,3
INS-3935,0.58,203,Neuro,Medium,Expert,49,1,16,1
INS-3936,0.73,179,General,Low,Intermediate,146,1,34,1
INS-3937,0.65,72,General,High,Intermediate,62,3,10,3
INS-3938,0.5,72,Neuro,High,Resident,127,2,33,1
INS-3939,0.5,262,General,High,Expert,75,0,27,0
INS-3940,0.65,193,Cardiac,High,Resident,89,1,13,2
INS-3941,0.85,58,Orthopedic,Low,Expert,61,3,29,2
INS-3942,0.94,62,Cardiac,Medium,Intermediate,138,0,23,2
INS-3943,0.45,205,Neuro,High,Expert,167,2,17,1
INS-3944,0.64,204,Orthopedic,Low,Expert,133,3,27,0
INS-3945,0.46,100,Neuro,Medium,Expert,121,1,16,1
INS-3946,0.41,113,Neuro,High,Intermediate,10,0,12,2
INS-3947,0.8,101,Neuro,Medium,Intermediate,176,0,34,3
INS-3948,0.76,258,Cardiac,High,Intermediate,25,1,30,1
INS-3949,0.5,87,Orthopedic,Medium,Resident,154,0,23,3
INS-3950,0.54,149,Orthopedic,High,Expert,121,1,21,4
INS-3951,0.41,242,Orthopedic,High,Intermediate,121,3,24,1
INS-3952,0.9,195,Cardiac,Medium,Resident,111,4,17,4
INS-3953,0.98,240,General,Medium,Intermediate,91,2,14,0
INS-3954,0.48,100,Cardiac,Medium,Expert,159,3,26,2
INS-3955,0.54,186,Cardiac,Low,Resident,108,2,34,0
INS-3956,0.92,190,Neuro,Low,Intermediate,168,2,19,3
INS-3957,0.96,217,Orthopedic,Medium,Intermediate,49,1,20,3
INS-3958,0.65,104,Orthopedic,Low,Resident,164,4,32,5
INS-3959,0.43,158,General,High,Resident,45,2,25,3
INS-3960,0.42,256,General,Medium,Resident,134,2,25,4
INS-3961,0.74,220,Neuro,Low,Resident,13,3,13,4
INS-3962,0.64,93,Orthopedic,Medium,Resident,127,4,32,1
INS-3963,0.42,159,General,High,Intermediate,34,4,14,1
INS-3964,0.75,245,General,High,Resident,104,2,19,2
INS-3965,0.41,210,Orthopedic,Low,Resident,87,4,23,2
INS-3966,0.87,201,Cardiac,High,Expert,167,3,18,3
INS-3967,0.58,213,General,Medium,Intermediate,21,1,27,2
INS-3968,0.42,292,Orthopedic,Low,Expert,36,2,29,2
INS-3969,0.75,177,General,Medium,Intermediate,72,0,15,0
INS-3970,0.64,154,Neuro,Medium,Intermediate,64,2,20,3
INS-3971,0.98,59,General,Medium,Intermediate,167,2,30,2
INS-3972,0.73,149,Orthopedic,High,Resident,91,1,26,4
INS-3973,0.57,197,General,Medium,Expert,23,0,18,3
INS-3974,0.83,282,Neuro,High,Intermediate,65,0,34,4
INS-3975,0.56,158,Neuro,Medium,Intermediate,156,0,12,4
INS-3976,0.94,157,General,High,Intermediate,95,1,25,1
INS-3977,0.62,252,General,High,Expert,35,4,29,2
INS-3978,0.73,189,Neuro,High,Intermediate,101,0,13,3
INS-3979,0.43,239,Neuro,Medium,Expert,175,4,33,1
INS-3980,0.66,195,Cardiac,Medium,Expert,45,3,31,5
INS-3981,0.9,143,Cardiac,High,Resident,155,1,24,3
INS-3982,0.88,285,Neuro,Medium,Intermediate,87,4,11,1
INS-3983,0.53,289,General,High,Intermediate,121,0,29,4
INS-3984,0.54,278,Orthopedic,Medium,Expert,32,0,26,3
INS-3985,0.89,112,General,High,Expert,128,4,28,5
INS-3986,0.96,133,General,High,Resident,125,4,29,3
INS-3987,0.46,74,Cardiac,Low,Intermediate,151,3,25,5
INS-3988,0.67,61,Cardiac,Medium,Expert,31,1,33,1
INS-3989,0.6,198,Cardiac,Medium,Intermediate,37,2,28,3
INS-3990,0.92,74,Neuro,Low,Intermediate,52,3,30,2
INS-3991,0.45,60,Neuro,High,Intermediate,85,3,26,1
INS-3992,0.53,113,General,High,Expert,27,3,13,1
INS-3993,0.85,250,General,Low,Intermediate,109,0,27,3
INS-3994,0.43,175,Orthopedic,Low,Expert,133,4,13,4
INS-3995,0.7,99,General,High,Resident,118,1,30,1
INS-3996,0.67,239,General,Medium,Resident,45,0,12,3
INS-3997,0.6,138,Cardiac,Low,Expert,134,3,31,5
INS-3998,0.64,148,Cardiac,Low,Intermediate,16,1,27,3
INS-3999,0.72,165,Cardiac,Low,Resident,32,0,30,0
INS-4000,0.5,145,Cardiac,Low,Resident,171,2,29,4
INS-4001,0.74,226,Cardiac,Low,Expert,126,3,14,1
INS-4002,0.88,63,Orthopedic,Low,Expert,123,0,18,3
INS-4003,0.86,50,Orthopedic,High,Expert,105,0,31,2
INS-4004,0.49,258,Orthopedic,High,Expert,30,3,32,5
INS-4005,0.49,74,Cardiac,Low,Expert,79,2,33,4
INS-4006,0.56,236,Neuro,High,Expert,62,4,24,5
INS-4007,0.62,121,Cardiac,Medium,Expert,93,2,18,5
INS-4008,0.65,118,Cardiac,Medium,Intermediate,115,3,23,1
INS-4009,0.81,182,Orthopedic,Low,Intermediate,50,4,30,3
INS-4010,0.43,154,Cardiac,Medium,Intermediate,169,0,33,3
INS-4011,0.42,276,Orthopedic,Medium,Intermediate,137,2,11,1
INS-4012,0.64,196,Cardiac,High,Resident,151,2,34,3
INS-4013,0.82,72,General,High,Intermediate,97,4,27,3
INS-4014,0.52,58,Neuro,High,Resident,112,0,22,1
INS-4015,0.78,167,Neuro,High,Resident,116,2,30,2
INS-4016,0.56,143,Orthopedic,Medium,Resident,26,4,25,6
INS-4017,0.93,227,General,Low,Expert,34,2,15,3
INS-4018,0.94,193,Neuro,High,Resident,73,0,25,2
INS-4019,0.58,82,Orthopedic,Medium,Resident,95,0,13,7
INS-4020,0.54,179,Cardiac,High,Resident,128,1,33,3
INS-4021,0.65,63,Cardiac,Medium,Expert,44,4,19,1
INS-4022,0.54,287,General,High,Intermediate,46,3,28,1
INS-4023,0.8,50,Neuro,Low,Intermediate,64,2,20,4
INS-4024,0.9,139,Cardiac,High,Resident,154,0,14,4
INS-4025,0.8,235,Orthopedic,Low,Resident,165,2,27,5
INS-4026,0.89,138,Cardiac,High,Intermediate,138,2,12,0
INS-4027,0.64,193,Cardiac,High,Intermediate,62,3,17,1
INS-4028,0.49,256,Neuro,High,Intermediate,82,0,20,4
INS-4029,0.84,139,Neuro,Medium,Intermediate,122,1,30,3
INS-4030,0.62,224,Orthopedic,Medium,Resident,22,4,28,1
INS-4031,0.8,221,General,Low,Resident,56,2,30,3
INS-4032,0.56,257,General,Low,Resident,169,3,34,2
INS-4033,0.45,63,Cardiac,Medium,Intermediate,37,3,12,3
INS-4034,1.0,270,Orthopedic,Low,Expert,62,4,21,0
INS-4035,0.49,201,General,Low,Intermediate,40,4,24,3
INS-4036,0.99,160,General,Medium,Intermediate,17,0,32,4
INS-4037,0.99,232,Cardiac,Medium,Expert,81,2,33,2
INS-4038,0.88,192,Orthopedic,Medium,Expert,133,2,25,0
INS-4039,0.8,132,General,Medium,Intermediate,107,4,14,4
INS-4040,0.75,121,Neuro,High,Expert,96,1,28,2
INS-4041,0.92,211,Neuro,Medium,Expert,83,2,15,3
INS-4042,0.57,179,Cardiac,Low,Expert,110,3,21,2
INS-4043,0.68,76,Cardiac,High,Intermediate,34,4,28,2
INS-4044,0.77,123,Cardiac,High,Intermediate,124,2,18,2
INS-4045,0.65,148,Cardiac,Low,Expert,42,0,27,2
INS-4046,0.66,264,General,High,Resident,144,4,12,5
INS-4047,0.6,290,Orthopedic,Low,Expert,106,3,32,2
INS-4048,0.74,121,Cardiac,High,Expert,121,0,23,3
INS-4049,0.91,269,Cardiac,High,Intermediate,105,4,33,3
INS-4050,0.52,72,General,Low,Resident,14,4,30,1
INS-4051,0.96,117,Cardiac,Low,Expert,130,2,14,5
INS-4052,0.81,191,Cardiac,Low,Resident,119,0,14,0
INS-4053,0.89,240,Orthopedic,Low,Intermediate,26,4,13,3
INS-4054,0.73,166,Neuro,Medium,Resident,85,3,34,3
INS-4055,0.87,155,Cardiac,Medium,Intermediate,61,0,31,2
INS-4056,0.41,142,General,Low,Expert,149,2,25,3
INS-4057,0.89,114,Orthopedic,Medium,Intermediate,71,1,22,2
INS-4058,0.42,117,General,Low,Resident,172,4,17,4
INS-4059,0.93,177,Orthopedic,Low,Resident,30,1,33,2
INS-4060,1.0,112,Orthopedic,High,Resident,94,4,30,1
INS-4061,0.58,273,Cardiac,Low,Expert,30,2,25,4
INS-4062,0.53,274,Cardiac,Low,Resident,152,2,34,4
INS-4063,0.86,162,Cardiac,Low,Resident,160,2,11,4
INS-4064,0.55,139,Neuro,Low,Resident,137,2,17,4
INS-4065,0.92,130,Neuro,High,Intermediate,168,0,12,3
INS-4066,0.46,152,General,Low,Resident,63,0,32,3
INS-4067,0.48,264,Cardiac,High,Intermediate,35,4,18,3
INS-4068,0.99,241,Neuro,Low,Resident,62,0,20,2
INS-4069,0.8,209,Cardiac,High,Intermediate,75,4,30,3
INS-4070,0.91,165,Neuro,Medium,Intermediate,176,0,33,2
INS-4071,0.59,256,Neuro,High,Expert,16,0,29,3
INS-4072,0.81,62,Orthopedic,High,Expert,176,0,10,0
INS-4073,0.76,243,Cardiac,Low,Intermediate,41,3,10,3
INS-4074,0.76,173,Cardiac,High,Intermediate,163,2,31,4
INS-4075,0.81,196,Neuro,High,Expert,96,3,17,5
INS-4076,0.75,201,Cardiac,Low,Intermediate,166,0,25,3
INS-4077,0.66,286,Neuro,Medium,Expert,162,0,19,0
INS-4078,0.57,137,Cardiac,Medium,Expert,168,3,11,2
INS-4079,0.86,60,Orthopedic,Medium,Resident,11,4,25,4
INS-4080,0.54,236,Cardiac,High,Resident,84,2,13,3
INS-4081,0.82,263,Orthopedic,Low,Expert,38,4,28,1
INS-4082,0.54,64,General,Medium,Expert,136,2,18,2
INS-4083,0.78,59,Cardiac,Medium,Intermediate,58,1,12,4
INS-4084,0.85,90,Cardiac,Medium,Expert,41,2,20,4
INS-4085,0.53,204,Cardiac,Medium,Expert,167,4,17,2
INS-4086,0.44,237,Orthopedic,Low,Resident,24,2,16,3
INS-4087,0.48,122,Cardiac,Medium,Expert,71,1,10,7
INS-4088,0.76,101,Cardiac,High,Intermediate,87,1,17,0
INS-4089,0.91,177,Neuro,High,Expert,26,0,34,3
INS-4090,0.43,77,General,Low,Resident,31,1,33,1
INS-4091,0.84,114,Orthopedic,Medium,Resident,167,3,26,0
INS-4092,0.6,66,Neuro,Medium,Resident,90,4,20,2
INS-4093,0.69,144,Orthopedic,High,Resident,153,3,16,3
INS-4094,0.96,221,Neuro,Low,Expert,17,3,18,4
INS-4095,0.6,187,General,High,Intermediate,176,4,23,3
INS-4096,0.68,112,Neuro,Low,Intermediate,40,3,14,1
INS-4097,0.41,278,Orthopedic,Low,Intermediate,21,3,27,3
INS-4098,0.45,270,Cardiac,Low,Expert,42,3,33,3
INS-4099,0.56,259,Cardiac,High,Expert,21,1,34,4
INS-4100,0.42,224,General,Low,Expert,34,4,32,4
INS-4101,0.78,87,Orthopedic,High,Intermediate,175,4,22,4
INS-4102,0.66,280,Orthopedic,High,Expert,57,4,14,2
INS-4103,0.73,290,Orthopedic,Medium,Expert,92,3,17,3
INS-4104,0.5,119,General,High,Resident,64,1,24,2
INS-4105,0.58,153,Cardiac,High,Resident,140,4,31,3
INS-4106,0.8,253,Neuro,Medium,Intermediate,134,2,13,1
INS-4107,0.98,102,General,Medium,Resident,78,4,10,2
INS-4108,0.43,255,Neuro,Medium,Resident,172,0,15,3
INS-4109,0.93,221,Cardiac,Low,Resident,60,2,33,5
INS-4110,0.75,168,General,Low,Expert,36,4,28,4
INS-4111,0.74,123,Cardiac,Medium,Resident,174,3,21,3
INS-4112,0.7,103,Neuro,Low,Resident,153,4,16,3
INS-4113,0.44,69,Orthopedic,Medium,Resident,34,1,22,3
INS-4114,0.45,128,Orthopedic,Low,Expert,42,1,16,3
INS-4115,0.76,80,Neuro,High,Intermediate,71,4,18,4
INS-4116,0.6,184,Orthopedic,Low,Expert,154,3,10,4
INS-4117,0.95,107,Neuro,Low,Expert,39,3,30,2
INS-4118,0.64,154,General,High,Resident,50,3,33,2
INS-4119,0.49,59,General,Medium,Intermediate,126,4,22,4
INS-4120,0.83,59,General,Low,Resident,13,4,28,3
INS-4121,0.58,289,Orthopedic,Low,Resident,75,0,30,1
INS-4122,0.72,88,Cardiac,High,Intermediate,69,1,10,3
INS-4123,0.82,205,Orthopedic,High,Intermediate,146,2,34,3
INS-4124,0.94,207,Orthopedic,High,Expert,40,2,29,3
INS-4125,0.88,86,Cardiac,High,Intermediate,98,1,30,1
INS-4126,0.81,168,Cardiac,Medium,Expert,109,0,28,1
INS-4127,0.81,116,Cardiac,Low,Expert,128,1,27,1
INS-4128,0.97,291,Cardiac,Low,Resident,78,0,32,2
INS-4129,0.58,92,Orthopedic,Low,Resident,161,0,14,5
INS-4130,0.4,256,Neuro,Low,Resident,33,3,12,0
INS-4131,0.56,262,General,Medium,Intermediate,174,1,11,1
INS-4132,0.53,101,Neuro,Low,Intermediate,32,2,31,4
INS-4133,0.8,150,Orthopedic,Medium,Expert,172,4,19,2
INS-4134,0.78,105,Cardiac,Medium,Expert,72,4,15,4
INS-4135,0.76,125,General,High,Expert,127,1,28,3
INS-4136,0.41,117,General,High,Intermediate,123,4,34,6
INS-4137,0.84,288,Neuro,Low,Expert,15,0,26,3
INS-4138,0.59,186,Orthopedic,Medium,Expert,15,4,28,2
INS-4139,0.8,280,Orthopedic,High,Intermediate,39,0,22,2
INS-4140,0.73,155,Orthopedic,Medium,Resident,10,0,26,6
INS-4141,0.61,174,General,High,Intermediate,72,2,32,0
INS-4142,0.48,141,Neuro,Medium,Expert,145,4,27,3
INS-4143,0.46,72,General,Low,Resident,37,2,20,2
INS-4144,0.9,240,General,Low,Intermediate,98,4,29,3
INS-4145,0.95,158,Cardiac,Medium,Resident,170,0,29,6
INS-4146,0.79,110,Neuro,High,Resident,62,4,22,8
INS-4147,0.46,217,Cardiac,High,Expert,47,2,33,4
INS-4148,0.64,93,Orthopedic,Low,Intermediate,61,3,20,5
INS-4149,0.84,263,General,Low,Expert,87,2,29,3
INS-4150,0.87,201,Neuro,Low,Intermediate,148,3,28,2
INS-4151,0.47,228,Orthopedic,High,Intermediate,139,1,19,2
INS-4152,0.4,235,Neuro,High,Intermediate,62,2,12,4
INS-4153,0.83,267,General,Low,Resident,103,4,30,1
